key,no,question_key,subject,answer,rater_1,rater_2,rater_3,rater_4,rater_5
std-uas-600,170,uas-3,uas,"The main differences between traditional data sources and big data sources are: Traditional: The data is only structured The data size is very small The computation is centralized Easy to work on or manipulate The system configurations can be predicted and handled Big data: There is structured, semi-structured, and unstructured data The size is larger than the size of traditional data The computation is distributed Requires a special way to handle the data is difficult Requires high system configuration to process data",5,5,4,5,4
std-uas-601,171,uas-3,uas,"a. Traditional data consists only of structured data, while big data consists of structured and unstructured data. b. The size of traditional data is small while big data has a larger size. c. Data in traditional data is centralized while in big data is distributed. d. Traditional data is easy to manipulate while in big data it is difficult to manipulate. e. High system configuration is needed to process big data while in traditional data normal system configuration is sufficient.",5,5,5,5,5
std-uas-602,172,uas-3,uas,"1. Traditional data sources are structured, while Big Data is unstructured, and some are semi-structured. 2. In traditional data, the data is centralized, while big data is distributed. 3. The data size in traditional data is smaller than big data. 4. Big data is more difficult to handle than traditional data. 5. Big data requires specialized tools, while traditional data is sufficient with a regular database.",5,5,4,5,5
std-uas-603,173,uas-3,uas,"Traditional data: - Usually only structured data - The size of the data is very small - The data is centralized - Easy to work with - Normal system configuration Big data: - The data is structured, semi-structured, and also unstructured - The size of the data is larger than traditional data - The computing is distributed - It is more difficult to handle the data - High system configuration",5,5,4,5,5
std-uas-604,174,uas-3,uas,"1. Traditional data sources are taken using notebooks, or utilizing computer programs while big data sources can be accessed via servers 2. Traditional data sources involve humans while big data sources do not involve humans 3. Big data sources have increasing volumes every year while traditional data sources are limited 4. Big data sources can be used in various fields while traditional sources are limited 5. Big data sources are faster in data transfer and data compilation compared to traditional data sources",5,5,5,5,5
std-uas-605,175,uas-3,uas,"1. Traditional data is easy to manipulate, while big data is not. 2. Traditional data stores structured data, big data can be structured and unstructured. 3. The size of data from traditional data sources is very small, while the size of big data is very large. 4. Big data requires special tools to access it. 5. Big data is distributed while traditional data is centralized.",5,5,4,5,5
std-uas-606,176,uas-3,uas,"1. Big data is much larger than traditional data 2. Big data requires more complex processing software than traditional data software 3. Big data tends to be in the form of semi or unstructured data 4. Big data cannot be stored in traditional databases, there must be special tools 5. Big data is more difficult to manipulate than traditional data",5,5,4,5,5
std-uas-607,177,uas-3,uas,Traditional data sources 1. Have data that is still in unstructured form 2. Data is still centralized 3. Easy to manipulate and work on 4. Very small data size 5. Normal functions are sufficient to manipulate data Big data sources 1. Have data that is already structured 2. Distributed data 3. Difficult to handle data 4. Very large data size and much larger than traditional data 5. Special functions are needed to manipulate data,5,5,5,5,5
std-uas-608,178,uas-3,uas,"Hokey, here are the differences Traditional data: - Structured data - small data size - centralized location - very easy to manipulate - normal configuration system Big Data: - contains semi-structured and unstructured data - very large data size - distributed data - difficult to handle data - requires a high-level configuration system to process data",5,5,3,5,5
std-uas-609,179,uas-3,uas,Traditional data sources 1. Are structural data 2. The data size is very small 3. Easy to work with 4. The data is centralized 5. A normal configuration system is sufficient Big data sources 1. Are unstructured or semi-structural data 2. The data size exceeds the size of traditional data 3. The data is difficult to control 4. The data is distributed 5. A high-level configuration system is required to process the data,5,5,4,5,5
std-uas-610,180,uas-3,uas,Traditional data sources: 1. The data is structured 2. The data size is very small 3. Traditional databases are sufficient 4. Easy to work with or manipulate Big data sources: 1. The data is unstructured or semi-structured 2. The data size is larger than traditional data 3. It is difficult to handle the data 4. The data is distributed 5. Special equipment is needed,5,5,4,5,5
std-uas-611,181,uas-3,uas,"Traditional Data: Structured data Very small data Centralized data To process data, it is sufficient to use a normal system configuration Can manipulate data using a normal function Big Data: Unstructured or semi-structured data Data is larger than traditional data Distributed data To process data, it requires a high system configuration Requires special functions to manipulate data",5,5,3,5,4
std-uas-612,182,uas-3,uas,Traditional Data Sources Include structured data types Data size is very small Data is centralized Data is easy to manipulate Normal system configuration is sufficient to process data Big Data Includes unstructured or semi-structured data types Data size is larger than traditional data Data is distributed Data is difficult to handle Requires high system configuration to process data,5,5,3,5,5
std-uas-613,183,uas-3,uas,Traditional data sources: structured data centralized data in a small data area data is easy to manipulate traditional databases are sufficient to process data Big data sources: unstructured or semi-structured data evenly distributed data larger data data is not easy to manipulate requires special tools to process data,5,5,3,5,5
std-uas-614,184,uas-3,uas,"Traditional data is easy to manipulate, while big data is not. Traditional data stores structured data, big data can be structured and unstructured. The size of traditional data sources is very small, while the size of big data is very large. Traditional data does not require special tools to access it, while big data requires special tools to access it. Big data is distributed, while traditional data is centralized.",5,5,4,5,4
std-uas-615,185,uas-3,uas,"- Big data systems run by utilizing economical, distributed and large number of server computers, while traditional systems do not adopt distributed systems - Big data can provide decisions directly, while traditional data cannot provide decisions directly - Big data can be accessed faster than traditional data - Big data is operated by the system while traditional data is still operated by humans - Big data can be used in various fields while traditional data is still limited",5,5,4,5,5
std-uas-616,186,uas-3,uas,"The main differences between traditional data sources and big data sources: a. Traditional data sources have structured data, while big data has unstructured or semi-structured data. b. Traditional data sources have small data sizes, while big data has larger data sizes. c. Traditional data sources are easier to manipulate, while big data is not easy to manipulate. d. Data in traditional data sources is centralized, while data in big data is more distributed. e. Traditional data sources only require less complicated system configurations, while big data requires more complicated system configurations.",5,5,5,5,5
std-uas-617,187,uas-3,uas,"Five differences between traditional data sources and big data sources: Traditional data has a volume ranging from GB to TB, while big data has a volume ranging from petabytes to zettabytes or exabytes. Traditional data is generated at the enterprise level, while big data is generated at the enterprise level or outside. Traditional data deals with structured data only, while big data deals with structured, semi-structured, and unstructured data. Traditional data is generated per hour or per day, or more. While big data is generated per second. Traditional data sources are centralized, while big data sources are distributed and managed in a distributed form. Traditional data sources include organizational data, financial data, transaction data, and others. While big data sources include video, images, audio, device data, and others. Integration of traditional data is very easy while integration of big data is quite difficult.",5,5,5,5,5
std-uas-618,188,uas-3,uas,Traditional data sources: 1. Structured data 2. Small data size 3. Centralized data 4. Easy to use 5. Sufficient with traditional databases Big data sources: 1. Unstructured and semi-structured data 2. Larger than traditional data size 3. Distributed data 4. Difficult to handle the data 5. Special tools are required,5,5,4,5,5
std-uas-619,189,uas-3,uas,"Traditional data: Structured data Small amount Non-real time data Cannot be analyzed directly Big data: Unstructured data, Large amount of data, Real time data, Can be analyzed directly",5,5,2,4,4
std-uas-620,190,uas-3,uas,"The main differences between traditional data sources and big data sources are: 1. Traditional data sources come from several data for identification, including: a. Address and contact b. Telephone number c. Place and date of birth d. Social media accounts to contracts that are being completed by the worker concerned e. Other history that can identify a person, such as educational history, place and length of education 2. Meanwhile, big data sources are obtained from any data that a person does on an internet network in one or more internet devices. a. Such as, a person's history from the Google search engine with a history of each tab or web that is clicked. b. History or history of ordering online food ordering services, such as GoFood, GrabFood. c. Spam data from incoming email inboxes. d. YouTube search history. e. Unstructured documents from the warehouse.",3,5,5,5,5
std-uas-621,191,uas-3,uas,"Traditional data: - Structured data - Small data size - Regular functions are sufficient to manipulate data - Centralized data - Data sources from a limited database Big data: - Data tends to be unstructured, mixed, semi-structured - Data size is larger than traditional data petabytes, exabytes - Need specific functions to manipulate data - Distributed data - Data sources can be from email, logs, social media, images, videos, sensors",5,5,4,5,5
std-uas-622,192,uas-3,uas,"Here are some differences between Big Data and Traditional Data: 1. Traditional data is structured data while Big Data is unstructured or semi-structured data. 2. Traditional data is smaller in size compared to Big Data. 3. Traditional data is centralized data while Big Data is distributed. 4. Traditional data is easy to manipulate while Big Data is very difficult because its size is too large and the data is distributed. 5. Traditional data is some data such as to identify addresses and contacts, telephone numbers, social media accounts and others, while Big Data is any data done by someone on the internet network or the devices they use such as call logs, e-mail text and others.",5,5,5,5,5
std-uas-623,193,uas-3,uas,Traditional data sources: 1. The data owned includes structural data 2. The data size is very small 3. The data owned is centralized 4. The data is easy to work on and manipulate 5. Traditional databases are sufficient Big data sources: 1. The data owned is unstructured data and semi-structured data 2. The data size is larger than traditional data 3. The data is distributed 4. The data is difficult to handle 5. Has special tools to process data,5,5,4,5,5
std-uas-624,194,uas-3,uas,Traditional Data 1. Structured data form 2. Centralized data 3. Small data size 4. Traditional data is sufficient 5. Normal functions are sufficient 6. Easy to work with and manipulate Big Data 1. Unstructured or Semi-structured data form. 2. Distributed data 3. Large data size 4. Need special tools 5. Need special functions 6. Difficult to handle,5,5,4,5,5
std-uas-625,195,uas-3,uas,"Traditional data sources deal with structured data, while big data deals with unstructured and semi-structured data. Traditional data systems use centralized database architecture, while big data uses distributed databases. Traditional data can be processed with ordinary system configuration, while big data requires high system configuration to process data. Traditional data can be analyzed easily, while big data is difficult to analyze. The size of traditional data is very small, while the size of big data is larger.",5,5,4,5,5
std-uas-626,196,uas-3,uas,"Big data: 1. formed outside the enterprise level 2. The size ranges from petabytes to zettabytes 3. The data can be structured, semi-structured, and unstructured 4. The data is formed per second 5. Source: distributed and managed in distributed form. Traditional data: 1. formed at the enterprise level 2. The size ranges from gigabytes to terabytes 3. Only deals with structured data 4. Data is formed per hour, day, or even more 5. Source: centralized, and managed with centralized",5,5,4,5,5
std-uas-627,197,uas-3,uas,"Traditional data sources are collections of information stored in a computer systematically so that it can be checked using a computer program to obtain information. Traditional data is also relatively less than big data and is more difficult to process. The data also takes more time to transfer. The process of processing traditional data cannot be done automatically. Limited use is one of the characteristics of traditional data sources. Big data sources are collections of processes consisting of large volumes of structured and unstructured data. Big data is also used to help business activities. In addition, big data sources can transfer their data at high speed. Data can also be processed quickly, precisely, and accurately. Applications with big data sources can cover broader technologies, such as social media, etc.",5,5,5,5,5
std-uas-628,198,uas-3,uas,"Traditional Data: TRADITIONAL DATABASE IS A COLLECTION OF INFORMATION STORED IN A COMPUTER SYSTEMATICALLY SO THAT IT CAN BE CHECKED USING A COMPUTER PROGRAM TO OBTAIN INFORMATION. TRADITIONAL DATA IS RELATIVELY NOT AS MUCH AS BIG DATA AND IS MORE DIFFICULT TO PROCESS. IT TAKES MORE TIME TO TRANSFER DATA. THE DATA PROCESSING PROCESS IS NOT AUTOMATIC. LIMITED USE. BIG DATA: BIG DATA IS A COLLECTION OF PROCESSES CONSISTING OF LARGE VOLUME OF DATA, WHICH IS STRUCTURED OR UNSTRUCTURED. USED TO HELP BUSINESS ACTIVITIES. CAN TRANSFER DATA AT HIGH SPEED, EVEN IN REAL TIME. CAN PROCESS DATA QUICKLY, ACCURATELY, AND PRECISELY. APPLICATIONS CAN INCLUDE WIDER TECHNOLOGIES SUCH AS SOCIAL MEDIA, MOBILE DEVICES, ETC.",5,5,4,5,5
std-uas-629,199,uas-3,uas,"Traditional Data: Traditional database is a collection of information stored in a computer systematically to obtain information. Traditional data is relatively small and easy to process. It takes more time to move data. The process of processing data is NOT automatic. Its use is limited and easy to control. Big Data: Big data is a collection of processes consisting of large volumes of structured and unstructured data. The data is not only collected, but also distributed. Can move data at high speed. Can process data quickly, precisely, and accurately. Requires quite high expertise in manipulating and creating big data",5,5,4,5,5
std-uas-630,200,uas-3,uas,"Traditional data: - Size from gigabytes to terabytes - Data is formed per hour per day - Data is managed centrally - Formed at the enterprise level - Deals with structured data Big data: Size from petabytes to zettabytes - Data is formed per second - Data is managed in a distributed form - Formed outside the enterprise level - Deals with structured, semi-structured, and unstructured data",5,5,4,5,5
std-uas-631,201,uas-3,uas,,1,1,1,1,1
std-uas-632,202,uas-3,uas,"1. Traditional data sources only accept DBMS Data Base Management System data, while Big data accepts all types of data including transnational data, social media data, machine data, and DBMS data. 2. In traditional data sources, data inconsistencies are easier to arise compared to big data. 3. Traditional data sources are program-oriented, while big data is data-oriented. 4. Traditional data sources are difficult to update application development, while big data is easy. 5. Traditional data sources only handle structured data, while big data can handle structured, non-structured, semi-structured data.",5,5,5,5,5
std-uas-633,203,uas-3,uas,"Traditional Data is only structured data, while Big Data contains structured and semi-structured data. Traditional Data has a very small data size, while Big Data has a larger data size than traditional data. Traditional Data has centralized computing, while Big Data has distributed computing. Traditional Data is easy to work on or manipulate, while Big Data is more difficult or requires a special way to handle the data. Traditional Data's system configuration can be predicted and can be handled to process data, while Big Data must use a high system configuration to process data.",5,5,4,5,5
std-uas-634,204,uas-3,uas,1. Data in Big Data is in unstructured or semi-structured form. 2. Data in Big Data is larger. 3. Data in Big Data tends to be more difficult to handle. 4. Big Data is distributed. 5. Big Data is formed very quickly per second.,5,5,3,5,5
std-uas-635,205,uas-3,uas,"Traditional data source structured data size is very small centralized data normal function alone is enough to manipulate data normal system configuration is enough to process data Big data source unstructured data size is larger than traditional data distributed data requires special function type to manipulate data normal system configuration is not enough to process data, there must be special configuration",5,5,3,5,4
std-uas-636,206,uas-3,uas,Traditional data sources: Easy to process and manipulate Is centralized data The data size is very small The data is structured data Normal functions are sufficient to manipulate data Big data sources Difficult to process and manipulate data Is distributed data The data size is very large Is unstructured data Requires special functions to manipulate data,5,5,3,5,5
std-uas-637,207,uas-3,uas,"In terms of size, traditional data is smaller than big data, which is larger. Traditional data sources deal with structured data, while big data deals with unstructured and semi-structured data. Traditional data systems use centralized databases, while big data uses distributed databases. Traditional data source data is easy to use and manipulate, while data in big data tends to be more difficult to manage. Traditional data can be processed with ordinary system configurations, while big data requires high system configurations to process data. Traditional data can be analyzed with normal functions, while big data uses special functions.",5,5,4,5,5
std-uas-638,208,uas-3,uas,"1. Traditional data has a small size, while big data has a large size. 2. The data source of traditional data is structured, while big data is unstructured and semi-structured. 3. Traditional data is centralized, while big data is distributed. 4. Traditional data is easy to work with and manipulate, while big data is difficult to work with and manipulate. 5. Traditional data only requires a normal configuration system, while big data requires a high configuration system.",5,5,4,5,5
std-uas-639,209,uas-3,uas,"Traditional data has the following characteristics: 1. Structured data 2. Small amount of data 3. Centralized data 4. Easy to manipulate or process 5. Traditional databases are sufficient. While Big Data: 1. Unstructured or semi-structured data 2. Large amount of data, larger than traditional data 3. Distributed data 4. Difficult to manipulate or process 5. Requires special tools",5,5,5,5,5
std-uas-640,210,uas-3,uas,"Traditional data sources are smaller in size than big data sources. Traditional data sources have structured data while big data sources have semi-structured or even unstructured data. Traditional data sources have centralized data while big data sources have scattered data. Traditional data sources are very easy to work with and manipulate while big data sources are difficult to handle so they are more difficult to manipulate. In traditional data sources, a regular database is sufficient but in big data sources, special types of tools are needed.",5,5,4,5,5
std-uas-641,211,uas-3,uas,"The main differences between traditional data sources and Big Data are seen in their velocity, volume, value, variety, and veracity.",5,4,3,1,2
std-uas-642,212,uas-3,uas,Traditional data: 1. The data is structured 2. The data size is small 3. Easy to manipulate 4. The data is centralized 5. Just use a regular database Big data: 1. The data is unstructured or semi-structured 2. The data size is larger than traditional data 3. Difficult to change 4. The data is distributed 5. Need special equipment,5,5,5,5,5
std-uas-643,213,uas-3,uas,Traditional data sources: 1. Structured data 2. Very small data size 3. Centralized data 4. Very easy to work on or manipulate 5. Normal system configuration is sufficient to process the data Big Data sources: 1. Unstructured or semi-structured data 2. Larger size than traditional data 3. Distributed data 4. Difficult to handle data 5. Advanced system configuration is required to process the data,5,5,5,5,5
std-uas-644,214,uas-3,uas,"- traditional data is sufficient with a simple process, big data requires a complicated process - traditional data is not large, big data has a large volume - traditional data is not varied, big data varies - traditional data is sufficient to be stored in simple storage, big data needs to be in storage with a very large capacity - traditional data can use one tool, big data needs special tools to process.",5,5,3,5,5
std-uas-645,215,uas-3,uas,"Traditional data sources deal with structured data, while big data deals with unstructured and semi-structured data. Traditional data systems use centralized database architecture, while big data is distributed. Data in traditional data sources is easy to use and manipulate, while data in big data systems is difficult to manage. Traditional data can be processed with ordinary system configuration, big data requires high system configuration to process data. Traditional data can be analyzed with normal functions, big data requires special functions.",5,5,4,5,5
std-uas-646,1,uas-4,uas,"Structured data Can be expressed in rows and columns Data types are numbers and strings Easier to manage and protect Unstructured data: Cannot be expressed in rows and columns Data in the form of photos, audio, videos, emails, social media posts, and others Harder to manage and protect",2,3,3,2,3
std-uas-647,2,uas-4,uas,"- Structured data in the form of spreadsheet documents, unstructured data in the form of images, videos, audio, etc. - Structured data can be neatly displayed in a table, unstructured data needs interpretation to be structured data to be included in the table - Structured data is easier to organize and find than unstructured data",3,3,3,3,3
std-uas-648,3,uas-4,uas,"structured data is contained in one database or spreadsheet, while unstructured data is scattered everywhere. Structured data is easy to classify neatly, unlike unstructured data, which is difficult because the types of data vary. Structured data can be processed using conventional methods, while unstructured data cannot because the data model in unstructured data is a combination of various data types.",3,3,3,3,3
std-uas-649,4,uas-4,uas,"structured data can only accept one type of file, text only, while unstructured data can accept various types of files, such as email, images, videos, social media interactions, and others. structured data requires not too much storage space, while unstructured data requires more storage space. structured data uses a pre-determined data model (pre-oriented model), while unstructured data does not use the data model (no pre-oriented model).",3,3,3,3,3
std-uas-650,5,uas-4,uas,"1. In structured data, data can be sorted and displayed in columns, rows and related data. Unstructured data cannot 2. Structured data in the form of numbers, dates, strings. Unstructured data such as images, audio, video, e-mail, and others 3. In structured data, large storage is not required. In structured data, larger storage is required",3,1,3,3,1
std-uas-651,6,uas-4,uas,"1. Structured data can be displayed in rows and columns while unstructured data cannot be displayed in rows and columns. 2. Structured data is in the form of numbers, data, and strings while unstructured data is in the form of images, audio, video, email, etc. 3. Structured data is easy to organize and protect while unstructured data is difficult to organize and protect.",3,3,3,3,3
std-uas-652,7,uas-4,uas,"Structured data is data that is in one place in the form of a file, for example in a database or spreadsheet, while unstructured data is not easy to classify like structured data. Structured data is data that can be easily understood in machine language, easily manipulated, and can be processed with simpler methods such as conventional methods, while unstructured data is qualitative data that cannot be processed with normal conventional methods and tools. Structured data models are questionnaires, surveys, and data from social media, while unstructured data models are text, images, audio, and video.",3,3,2,3,3
std-uas-653,8,uas-4,uas,"Structured data is usually in the form of numbers while unstructured data can be in any form such as photos, videos, etc. Structured data can be described in the form of tables and relational databases while unstructured data usually cannot. Unstructured data management is more difficult than structured data.",3,3,2,3,3
std-uas-654,9,uas-4,uas,"1. Unstructured data cannot be processed with traditional tools, while structured data can. 2. Structured data has a fixed format, while unstructured data has a diverse format. 3. Unstructured data is more difficult to process, while structured data is easy.",3,3,3,3,3
std-uas-655,10,uas-4,uas,"Structured data can be retrieved in a fixed format while unstructured data cannot be retrieved in a structured format. Structured data is stored in the form of tables, unstructured data requires more adequate storage. Structured data is easily accessible with a simple search engine.",3,3,1,2,1
std-uas-656,11,uas-4,uas,"Differences between structured and unstructured data: 1. Structured data is easier for machines to understand, while unstructured data is harder to understand. 2. Structured data is easier to manipulate than unstructured data. 3. Structured data can be analyzed with conventional tools and methods, while unstructured data cannot.",3,1,1,3,3
std-uas-657,12,uas-4,uas,- structured data can be processed with traditional data systems while unstructured data cannot - structured data can be displayed in a table form while unstructured data cannot - unstructured data provides large storage space while structured data has small storage space,3,3,3,3,3
std-uas-658,13,uas-4,uas,"Three main differences between structured and unstructured data STRUCTURED DATA UNSTRUCTURED DATA Has a fixed format Data that does not have a specific or fixed format Data in the form of tables, rows, columns that are organized Data does not have a specific form and must be stored in a specific format Easier to process and analyze More difficult to process and analyze",3,3,3,3,3
std-uas-659,14,uas-4,uas,"structured data: 1. can be represented in rows, columns, and relational databases including numbers, data, and strings 2. requires less storage 3. is easier to manage and protect with legacy solutions unstructured data: 1. cannot be represented in rows, columns, and relational databases including images, audio, video, word processing files, email, spreadsheets. 2. requires more storage 3. is more difficult to protect and manage with legacy solutions.",3,1,1,3,1
std-uas-660,15,uas-4,uas,"1. Structured data can be displayed in rows and columns, while unstructured data cannot. 2. Structured data is in the form of numeric and string values, while unstructured data is in the form of images, videos and emails. 3. Structured data is only a small part of a company's data, while unstructured data is a large part, up to more than 60 company data.",3,3,3,3,3
std-uas-661,16,uas-4,uas,structured data data that has a structure taken in a fixed format can be displayed in a structured way unstructured data data that does not have a structure taken in an irregular format cannot be displayed in a structured way,3,1,1,3,1
std-uas-662,17,uas-4,uas,"Structured Data - data can be expressed in rows and columns and relational databases - data in the form of strings, numbers, and dates - structured data requires small storage space Unstructured Data - data cannot be displayed in columns and rows - data can be video, audio, location, email and so on - unstructured data requires large storage space",3,3,3,3,3
std-uas-663,18,uas-4,uas,"STRUCTURED DATA: 1. The data is in the form of numbers, text, and dates 2. Requires less storage 3. Easier to search because it is structured UNSTRUCTURED DATA: 1. Data in the form of photos, audio, video, spreadsheets, emails, and files. 2. Requires a lot of storage 3. Harder to search",3,3,2,3,3
std-uas-664,19,uas-4,uas,"Structured data refers to any type of data whose formatting, numbers, and layout are fixed fields in a file or record. example: excel table Unstructured data is qualitative data that cannot be processed/analyzed with conventional tools and methods. Structured data is easy to understand in machine language and can be searched and manipulated in various ways. Structured data does not require more storage than unstructured data which requires a lot of storage.",3,3,3,3,3
std-uas-665,20,uas-4,uas,"Structured data: refers to any type of data whose formatting, numbers, and layout are fixed fields in a file or record, for example: excel table. This data is also easy to understand and searchable. Unstructured data: qualitative data that cannot be processed or analyzed with conventional tools and methods. This data is more difficult to understand in.",3,3,2,3,3
std-uas-666,21,uas-4,uas,"Structured Data: 1. The type is the same, for example only documents 2. The data is centralized 3. Easy to understand and process Unstructured Data: 1. The type varies, for example documents, images, videos, etc. 2. The data is distributed 3. Difficult to understand and process",3,3,3,3,3
std-uas-667,22,uas-4,uas,"- structured data can be displayed in the form of tables and relational databases, while unstructured data cannot. - structured data is easy to learn and analyze, while unstructured data is difficult to process and requires further learning. - Structured data is stored in a data warehouse, while unstructured data is in a data lake. - structured data is quantitative, while unstructured data is qualitative.",3,3,2,3,3
std-uas-668,23,uas-4,uas,"3 Main differences between structured and unstructured data: Structured data can be presented in the form of rows, columns, and relational databases such as in Excel because the form is quantitative numbers and values, while unstructured data cannot be presented in the form of rows, columns, and relational databases because the form is qualitative audio, video, images, e-mails, word documents, excel documents, etc. Structured data requires small storage. An example is a relational database data warehouse compared to unstructured data which requires very large storage. Examples are data lakes, data warehouses, NoSQL databases. Structured data is very easy to search and analyze, therefore people with jobs that are not specialized in big data processing can use it. Examples: Business Analyst, Marketing Analyst, Software engineer, while unstructured data is very difficult to search and analyze, therefore it requires a big data processing specialist to be able to use it. Examples: data scientists, engineers analysts",3,3,3,3,3
std-uas-669,24,uas-4,uas,"1. Structured data can be displayed in columns, rows, and relational databases. While unstructured data cannot. 2. Structured data requires less storage compared to unstructured data. 3. Structured data examples of numbers, dates and strings while. While unstructured data examples of images, audio, video, emails, spreadsheets",3,3,2,3,3
std-uas-670,25,uas-4,uas,"Structured data 1. Fixed format 2. Easy to understand in machine language 3. Can be manipulated Unstructured data 1. Does not have a defined model or format 2. A combination of text, image, video, and audio data types 3. Very complicated and difficult to understand",2,3,2,3,2
std-uas-671,26,uas-4,uas,"The process of collecting unstructured data is relatively easier because all types of data are directly received and entered into the database. On the other hand, the process of collecting structured data is usually more laborious and time consuming because it involves the process of data selection, initial processing, and classification of incoming data into separate types. Structured data is relatively easier to display, process, and digest by human intelligence and conventional methods because it only contains simple data such as sets of integers, strings, and other conventional data types. On the other hand, unstructured data requires artificial intelligence and machine learning in its analysis process. Structured Data is usually stored in Conventional Databases, while unstructured data is stored in Data Lakes such as Big Data systems.",2,1,1,3,1
std-uas-672,27,uas-4,uas,"1. First, structured data can be expressed in rows and columns and relational databases. While unstructured data cannot be displayed in rows and columns. 2. Second, structured data is in the form of numbers, strings and dates, while unstructured data can be in the form of images, audio, video, word processing files, emails, spreadsheets etc. 3. Third, structured data is a small part of the data, which is only about 20 of the company's data, while unstructured data is a dominant amount that is larger in the company, which is about 80 of the company's data.",3,3,2,3,3
std-uas-673,28,uas-4,uas,Differences a. Structured data is easier to process than unstructured data b. Structured data can be presented in a table model such as columns and rows while unstructured data cannot c. Structured data can be in the form of numbers and its storage is also smaller while unstructured data can be in the form of images or videos and its storage is large.,3,1,1,3,1
std-uas-674,29,uas-4,uas,Structured data: Can be displayed in table form Requires little memory optimization Easy to process and protect Unstructured data: Difficult to visualize Memory is not optimized Difficult to process,3,3,2,3,3
std-uas-675,30,uas-4,uas,"Three differences between structured data and unstructured data, namely: Structured data is generally in the form of a Data Warehouse or Relational Database, while unstructured data is in the form of a Data Lake or Non-Relational Database. Structured data has a defined data model so that it has a structure, while unstructured data does not have a defined data model. Structured data is usually in the form of strings, numbers, or other text forms, while unstructured data has various forms such as images, audio, or video.",3,3,3,3,3
std-uas-676,31,uas-4,uas,"1. Structured data is data that is in one place either in the form of a file including data in a database or spreadsheet, while unstructured data is data that is not easily classified and neatly put into a box. 2. Examples of structured data are CRM data, Industry Research Data and so on, while examples of unstructured data are photos, graphic images, webpages, and so on.",3,3,3,3,3
std-uas-677,32,uas-4,uas,"Differences: 1. Structured data means it has been sorted and categorized. 2. Structured data is usually in the form of nominal numbers, but unstructured data can have very varied forms, for example images, pdfs, videos, writings on social media, etc. 3. Structured data can be analyzed more easily.",3,3,3,3,3
std-uas-678,33,uas-4,uas,"1. Structured data is easier to classify compared to unstructured data which is difficult to classify or group. 2. Structured data is easier to manipulate because it is easier to understand compared to unstructured data which is more difficult to understand. 3. Structured data is easier to store in normal form, while unstructured data tends to be stored in a special format.",3,3,3,3,3
std-uas-679,34,uas-4,uas,"Structured data Can be processed, stored and retrieved in a fixed format Generally stored in tabular form Easily accessible from a database using simple search engine algorithms Unstructured data Its form is generally unknown Must be stored in a special format Must be processed before it can be used",3,3,3,3,3
std-uas-680,35,uas-4,uas,"1. Structured data can be displayed in rows and columns, and related databases, while unstructured data cannot. 2. Structured data is usually in the form of numbers, dates, and strings, while unstructured data is in the form of images, audio, video, email, etc. 3. Structured data requires less storage, while unstructured data requires a lot of storage.",3,3,3,3,3
std-uas-681,36,uas-4,uas,Structured data 1. small data size 2. data is real-time 3. data is temporal Unstructured data 1. larger data size 2. there is a larger data storage space 3. data is permanent before it is finally processed 4. data to be processed is fixed to current data and previous data.,3,3,3,3,3
std-uas-682,37,uas-4,uas,"1. Structured data is easier to edit, while unstructured data requires specific tools to edit. 2. Structured data can use general normal functions to edit, while unstructured data requires high-level and specific functions to edit. 3. Structured data has been stored neatly, while unstructured data requires analysis and processing first.",3,3,3,3,3
std-uas-683,38,uas-4,uas,"Structured data: - Data that can be processed, stored, and retrieved in a fixed format. - Contains a data model. - Runs to access a database called Structured Query Language SQL Unstructured data: - Data that does not have a specific form or structure photos, videos - Does not contain a data model. - Cannot be run to access a database",3,3,3,3,3
std-uas-684,39,uas-4,uas,"Structured data is quantitative data, while unstructured data is qualitative data. Structured data is already in the form of numbers, while unstructured data is in the form of text, photos, videos, recordings, and so on. Structured data is easy to process while unstructured data is quite difficult to process.",3,3,3,3,3
std-uas-685,40,uas-4,uas,"1. Structured data can be easily processed using conventional methods, while unstructured data is difficult. 2. Structured data can be manipulated quickly and easily, while unstructured data is difficult to manipulate. 3. Structured data can be stored in a fixed format, while unstructured data must be stored in a specific or specific format.",3,3,2,3,3
std-uas-686,41,uas-4,uas,"STRUCTURED DATA 1. Structured data is usually run to access a database called Structured Query Language or better known as SQL. 2. Can be displayed in rows, columns, and relational databases 3. Data in the form of numbers, dates and strings UNSTRUCTURED DATA 1. Unstructured data is data that is not easily classified and neatly put into a box. 2. Cannot be displayed in rows, columns, and relational databases 3. Examples of data in the form of photos, graphic images, streaming instrument data, webpages, PDFs, Power Point presentations, blog content and so on.",3,3,3,3,3
std-uas-687,42,uas-4,uas,"The main differences between structured and unstructured data are: 1. Structured data requires less storage space than unstructured data. 2. Structured data uses only numbers, text, and strings, while unstructured data uses text, images, audio, video, email, spreadsheets and other formats. 3. Structured data uses only pre-determined data models (pre-oriented models), while unstructured data does not have a pre-oriented model.",3,3,3,3,3
std-uas-688,43,uas-4,uas,"Structured data Can be processed, stored and retrieved in a fixed format Stored in the form of tables, rows and columns Easily understood in machine language, can be searched and manipulated in various ways Unstructured data Unknown form, must be stored in a special format Qualitative data, is a combination of text, image, video, audio and text data types Can only produce value after being processed and analyzed",3,1,1,2,1
